"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","Nation","SOM_perc","SOM_perc_Heiri","N_perc","Original_source","Conv_factor","State","Location","Depth_to_bedrock_m","Season","Treatment","Replicate","n_cores","Core_type","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined"
"CCRCN",NA,NA,NA,"marsh",39.08973,-75.43661,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,NA,"SJR_10_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",39.0896,-75.43687,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",6.23,0.747071,"SJR_11_2017",NA,13.5561160151324,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,13.5561160151324,0.747071
"CCRCN",NA,NA,NA,"marsh",39.08933,-75.43684,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",5.17,0.725617,"SJR_12_2017",NA,13.7421919363998,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,13.7421919363998,0.725617
"CCRCN",NA,NA,NA,"marsh",39.08451,-75.4388,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.623,"SJR_13_2017",NA,25.1469627694317,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1469627694317,0.623
"CCRCN",NA,NA,NA,"marsh",39.08472,-75.43916,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",5.75,0.715,"SJR_14_2017",NA,19.8132088058706,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,19.8132088058706,0.715
"CCRCN",NA,NA,NA,"marsh",39.08494,-75.43951,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,NA,"SJR_15_2017",NA,19.0318302387268,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0318302387268,NA
"CCRCN",NA,NA,NA,"marsh",39.08533,-75.44181,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.711865,"SJR_16_2017",NA,14.9974319465845,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9974319465845,0.711865
"CCRCN",NA,NA,NA,"marsh",39.08508,-75.44203,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.76,"SJR_17_2017",NA,13.9920045688178,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9920045688178,0.76
"CCRCN",NA,NA,NA,"marsh",39.08165,-75.44431,"direct from dataset",1,"United States",2018,NA,0,0.32,"EA","Core-level",5.46,0.58314,"SJR_1_2018",NA,13.7074900897143,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,13.7074900897143,0.58314
"CCRCN",NA,NA,NA,"marsh",39.08305,-75.44294,"direct from dataset",1,"United States",2018,NA,0,0.32,"EA","Core-level",5.42,0.5747,"SJR_2_2018",NA,13.9830920221553,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,13.9830920221553,0.5747
"CCRCN",NA,NA,NA,"marsh",39.08478,-75.44216,"direct from dataset",1,"United States",2018,NA,0,0.32,"EA","Core-level",3.84,0.68672,"SJR_3_2018",NA,10.2119460500964,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,10.2119460500964,0.68672
"CCRCN",NA,NA,NA,"marsh",39.08582,-75.44051,"direct from dataset",1,"United States",2018,NA,0,0.32,"EA","Core-level",4.57,0.62368,"SJR_4_2018",NA,12.4444444444445,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,12.4444444444445,0.62368
"CCRCN",NA,NA,NA,"marsh",39.08725,-75.438,"direct from dataset",1,"United States",2018,NA,0,0.32,"EA","Core-level",5.95,0.60062,"SJR_5_2018",NA,14.5122537241711,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,14.5122537241711,0.60062
"CCRCN",NA,NA,NA,"marsh",39.08911,-75.4371,"direct from dataset",1,"United States",2018,NA,0,0.32,"EA","Core-level",5.6,0.65882,"SJR_6_2018",NA,14.3814109273604,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,14.3814109273604,0.65882
"CCRCN",NA,NA,NA,"marsh",39.08974,-75.43579,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",19.02,0.3276,"SJR_1_2019_20",NA,46.2060702875397,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.02,46.2060702875397,0.3276
"CCRCN",NA,NA,NA,"marsh",39.09065,-75.43557,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",8.9,0.6209,"SJR_2_2019_35",NA,23.26512455516,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,23.26512455516,0.6209
"CCRCN",NA,NA,NA,"marsh",39.08968,-75.43697,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",7.6,0.5623,"SJR_3_2019_41",NA,22.1744877726371,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,22.1744877726371,0.5623
"CCRCN",NA,NA,NA,"marsh",39.08543,-75.43567,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",5.94,0.8346,"SJR_4_2019",NA,17.2616357885223,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,17.2616357885223,0.8346
"CCRCN",NA,NA,NA,"marsh",39.08424,-75.43542,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",12.05,0.6433,"SJR_5_2019",NA,31.3411458333334,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,31.3411458333334,0.6433
"CCRCN",NA,NA,NA,"marsh",39.08461,-75.43478,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",19.85,0.5985,"SJR_6_2019",NA,47.0843373493975,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.85,47.0843373493975,0.5985
"CCRCN",NA,NA,NA,"marsh",39.0848,-75.43504,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",19,0.4981,"SJR_7_2019",NA,52.9748283752857,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,52.9748283752857,0.4981
"CCRCN",NA,NA,NA,"marsh",39.08486,-75.4352,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",6.85,0.7939,"SJR_8_2019",NA,19.3202146690518,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,19.3202146690518,0.7939
"CCRCN",NA,NA,NA,"marsh",39.08553,-75.43307,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",11.43,0.6301,"SJR_9_2019",NA,26.032315978456,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43,26.032315978456,0.6301
"CCRCN",NA,NA,NA,"marsh",39.08596,-75.4333,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",10.18,0.6811,"SJR_10_2019",NA,24.7660187185027,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.18,24.7660187185027,0.6811
"CCRCN",NA,NA,NA,"marsh",39.08875,-75.436655,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",NA,0.777,"SJR_1_2019_18",NA,18.9010989010988,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9010989010988,0.777
"CCRCN",NA,NA,NA,"marsh",39.088823,-75.436688,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",NA,1.0902,"SJR_2_2019_34",NA,11.0376544984191,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0376544984191,1.0902
"CCRCN",NA,NA,NA,"marsh",39.088877,-75.436708,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",NA,0.8873,"SJR_3_2019_40",NA,10.4380242311274,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4380242311274,0.8873
"CCRCN",NA,NA,NA,"marsh",39.088653,-75.43756,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",NA,0.7613,"SJR_1_2019_17",NA,22.639780018332,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.639780018332,0.7613
"CCRCN",NA,NA,NA,"marsh",39.088646,-75.437569,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",NA,0.6149,"SJR_2_2019_32",NA,29.8701298701294,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8701298701294,0.6149
"CCRCN",NA,NA,NA,"marsh",39.088573,-75.437628,"direct from dataset",1,"United States",2019,NA,0,0.075,"EA","Core-level",NA,0.521,"SJR_3_2019_38",NA,30.8510638297867,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8510638297867,0.521
"CCRCN",NA,NA,NA,"marsh",39.40419,-75.59953,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.527,"BB_1_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527
"CCRCN",NA,NA,NA,"marsh",39.40213,-75.59877,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.548,"BB_2_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548
"CCRCN",NA,NA,NA,"marsh",39.39924,-75.59734,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.541,"BB_3_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541
"CCRCN",NA,NA,NA,"marsh",39.43938,-75.57602,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",5.05,0.694179,"BB_6_2017",NA,13.1137724550898,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,13.1137724550898,0.694179
"CCRCN",NA,NA,NA,"marsh",39.44054,-75.57949,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",3.74,0.713856,"BB_7_2017",NA,11.2449799196787,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,11.2449799196787,0.713856
"CCRCN",NA,NA,NA,"marsh",39.4388,-75.58141,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.723,"BB_8_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723
"CCRCN",NA,NA,NA,"marsh",39.4361,-75.58183,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.616,"BB_9_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616
"CCRCN",NA,NA,NA,"marsh",39.43405,-75.58218,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.631,"BB_10_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631
"CCRCN",NA,NA,NA,"marsh",39.38887,-75.62506,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",8.32,NA,"BB_12_2017",NA,17.1325518485122,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,17.1325518485122,NA
"CCRCN",NA,NA,NA,"marsh",39.38897,-75.62479,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.371,"BB_13_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371
"CCRCN",NA,NA,NA,"marsh",39.38876,-75.62488,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.442,"BB_14_2017",NA,NA,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442
"CCRCN",NA,NA,NA,"marsh",46.861573,-124.090835,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.26,"ED1",NA,32,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0.26
"CCRCN",NA,NA,NA,"marsh",46.862043,-124.089703,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.28,"ER1",NA,21.4,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,0.28
"CCRCN",NA,NA,NA,"marsh",47.096739,-122.700648,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.038,"ND1",NA,79.5,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,0.038
"CCRCN",NA,NA,NA,"marsh",47.09647,-122.701526,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,NA,"ND2",NA,NA,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRCN",NA,NA,NA,"marsh",47.093902,-122.702241,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.31,"ND3",NA,17.6,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,0.31
"CCRCN",NA,NA,NA,"marsh",47.095121,-122.701792,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.32,"ND4",NA,17.1,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,0.32
"CCRCN",NA,NA,NA,"marsh",48.505608,-122.482939,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.24,"PB3",NA,22.6,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,0.24
"CCRCN",NA,NA,NA,"marsh",45.037782,-123.985818,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.22,"SR1",NA,39,NA,NA,"Thom 1992",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0.22
"CCRCN",NA,NA,NA,"marsh",45.037303,-123.985249,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.32,"SR2",NA,29,NA,NA,"Thom 1992",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.32
"CCRCN",NA,NA,NA,"marsh",48.081737,-123.046256,"direct from dataset",1,"United States",1991,NA,0,0.01,"EA","Core-level",NA,0.56,"WH1",NA,29.9,NA,NA,"Thom 1992",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,0.56
"CCRCN",NA,NA,NA,"marsh",43.1423710934637,-124.403459995141,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.132857142857143,"BM01",NA,13.7777777777778,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7777777777778,0.132857142857143
"CCRCN",NA,NA,NA,"marsh",43.1387310031261,-124.404372709982,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.098,"BM03",NA,11.4035087719298,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4035087719298,0.098
"CCRCN",NA,NA,NA,"marsh",43.1401423689862,-124.402363812455,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.056,"BM05",NA,17.2043010752688,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2043010752688,0.056
"CCRCN",NA,NA,NA,"marsh",43.3671750454126,-124.170057448825,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.036,"CB00",NA,11.0429447852761,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0429447852761,0.036
"CCRCN",NA,NA,NA,"marsh",43.371021060848,-124.169946244524,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.043,"CB03",NA,12.1387283236994,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1387283236994,0.043
"CCRCN",NA,NA,NA,"marsh",43.373872455054,-124.173753530021,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.029,"CB06",NA,11.3924050632912,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3924050632912,0.029
"CCRCN",NA,NA,NA,"marsh",46.9788170605267,-123.927968377555,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.044,"GH01",NA,12.7906976744186,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7906976744186,0.044
"CCRCN",NA,NA,NA,"marsh",46.9801047533026,-123.930081302852,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.037,"GH03",NA,3.57142857142856,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57142857142856,0.037
"CCRCN",NA,NA,NA,"marsh",46.9809243167472,-123.932212490642,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.124,"GH06",NA,57.2549019607843,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2549019607843,0.124
"CCRCN",NA,NA,NA,"marsh",47.0913561269885,-122.696333924366,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.085,"NQ01",NA,4.20560747663554,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20560747663554,0.085
"CCRCN",NA,NA,NA,"marsh",47.0918875032414,-122.693129114558,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.067,"NQ04",NA,17.7664974619289,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7664974619289,0.067
"CCRCN",NA,NA,NA,"marsh",47.0919711450186,-122.690770110601,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.089,"NQ06",NA,5.02283105022831,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02283105022831,0.089
"CCRCN",NA,NA,NA,"marsh",48.1949406614504,-122.363968032871,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.135,"PS02",NA,8.67924528301887,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67924528301887,0.135
"CCRCN",NA,NA,NA,"marsh",48.192481238181,-122.363379501487,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.186,"PS04",NA,9.49367088607596,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49367088607596,0.186
"CCRCN",NA,NA,NA,"marsh",48.185888091379,-122.362048474219,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.145,"PS05",NA,1.83150183150182,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83150183150182,0.145
"CCRCN",NA,NA,NA,"marsh",47.3407159632978,-123.145259019192,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.148,"SK02",NA,21.4545454545455,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4545454545455,0.148
"CCRCN",NA,NA,NA,"marsh",47.3424731109044,-123.143278094064,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.222,"SK04",NA,22.972972972973,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.972972972973,0.222
"CCRCN",NA,NA,NA,"marsh",47.3435283321118,-123.141321641778,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.138,"SK06",NA,10.8208955223881,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8208955223881,0.138
"CCRCN",NA,NA,NA,"marsh",44.8880830900264,-123.995534917289,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.108181818181818,"SZ02",NA,20.6008583690987,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6008583690987,0.108181818181818
"CCRCN",NA,NA,NA,"marsh",44.8923316237304,-124.002788810584,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.225454545454545,"SZ03",NA,29.5013850415512,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5013850415512,0.225454545454545
"CCRCN",NA,NA,NA,"marsh",44.8963565445587,-124.012876838578,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.0681818181818182,"SZ05",NA,13.7203166226913,NA,NA,"Thorne et al 2015",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7203166226913,0.0681818181818182
"CCRCN",NA,NA,NA,"marsh",46.3719366948556,-124.00573820079,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.111,"WB01",NA,13.9880952380952,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9880952380952,0.111
"CCRCN",NA,NA,NA,"marsh",46.3757067809165,-124.00583342424,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.151,"WB04",NA,6.98924731182797,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98924731182797,0.151
"CCRCN",NA,NA,NA,"marsh",46.3794378451306,-124.004224454419,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.336,"WB06",NA,8.81720430107528,NA,NA,"Thorne et al 2015",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81720430107528,0.336
"CCRCN",NA,NA,NA,"marsh",29.7286111111111,-81.2411111111111,"direct from dataset",1,"United States",2017,NA,0,0.02,"EA","Core-level",5.02,0.0880874633155667,"St_Augustine_Salt_Marsh",NA,NA,NA,NA,"Vaughn et al 2020",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,NA,0.0880874633155667
